orderdetails_id,order_id,order_date,order_time,quantity,size,price,Sales,name,category
12872,5646,05-04-2015,16:01:33,1,S,12,12,The Vegetables + Vegetables Pizza,Veggie
12873,5647,05-04-2015,16:04:16,1,S,12,12,The Big Meat Pizza,Classic
12874,5647,05-04-2015,16:04:16,1,M,16.75,16.75,The California Chicken Pizza,Chicken
12875,5647,05-04-2015,16:04:16,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
12876,5647,05-04-2015,16:04:16,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
12877,5648,05-04-2015,16:08:55,1,M,16.25,16.25,The Calabrese Pizza,Supreme
12878,5648,05-04-2015,16:08:55,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
12879,5648,05-04-2015,16:08:55,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
12880,5649,05-04-2015,16:18:13,1,S,12,12,The Big Meat Pizza,Classic
12881,5649,05-04-2015,16:18:13,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
12882,5650,05-04-2015,16:25:44,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
12883,5650,05-04-2015,16:25:44,1,S,12,12,The Spinach and Feta Pizza,Veggie
12884,5651,05-04-2015,16:26:41,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
12885,5651,05-04-2015,16:26:41,1,S,12.75,12.75,The California Chicken Pizza,Chicken
12886,5651,05-04-2015,16:26:41,1,L,20.25,20.25,The Mexicana Pizza,Veggie
12887,5651,05-04-2015,16:26:41,1,M,12.5,12.5,The Pepperoni Pizza,Classic
12888,5652,05-04-2015,16:58:44,1,S,12.5,12.5,The Italian Supreme Pizza,Supreme
12889,5653,05-04-2015,17:07:51,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
12890,5653,05-04-2015,17:07:51,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
12891,5654,05-04-2015,17:14:11,1,S,12,12,The Napolitana Pizza,Classic
12892,5655,05-04-2015,17:23:09,1,L,20.75,20.75,The Spinach Supreme Pizza,Supreme
12893,5656,05-04-2015,17:23:13,1,S,12,12,The Napolitana Pizza,Classic
12894,5656,05-04-2015,17:23:13,1,S,9.75,9.75,The Pepperoni Pizza,Classic
12895,5656,05-04-2015,17:23:13,1,M,16.5,16.5,The Pepper Salami Pizza,Supreme
12896,5657,05-04-2015,17:29:12,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
12897,5657,05-04-2015,17:29:12,1,L,16.5,16.5,The Hawaiian Pizza,Classic
12898,5657,05-04-2015,17:29:12,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
12899,5658,05-04-2015,17:52:09,1,S,12,12,The Classic Deluxe Pizza,Classic
12900,5659,05-04-2015,17:56:32,1,M,16.75,16.75,The Southwest Chicken Pizza,Chicken
12901,5659,05-04-2015,17:56:32,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
12902,5660,05-04-2015,18:08:18,1,M,16,16,The Spinach and Feta Pizza,Veggie
12903,5661,05-04-2015,18:13:07,1,S,12,12,The Napolitana Pizza,Classic
12904,5662,05-04-2015,18:41:43,1,M,16,16,The Greek Pizza,Classic
12905,5663,05-04-2015,18:43:41,1,M,16,16,The Classic Deluxe Pizza,Classic
12906,5664,05-04-2015,18:46:08,1,L,20.75,20.75,The Prosciutto and Arugula Pizza,Supreme
12907,5664,05-04-2015,18:46:08,1,L,20.75,20.75,The Soppressata Pizza,Supreme
12908,5665,05-04-2015,18:55:38,1,S,12.75,12.75,The Barbecue Chicken Pizza,Chicken
12909,5665,05-04-2015,18:55:38,1,S,10.5,10.5,The Hawaiian Pizza,Classic
12910,5665,05-04-2015,18:55:38,1,S,12,12,The Italian Capocollo Pizza,Classic
12911,5665,05-04-2015,18:55:38,1,L,20.75,20.75,The Pepper Salami Pizza,Supreme
12912,5666,05-04-2015,18:59:27,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
12913,5666,05-04-2015,18:59:27,1,L,20.75,20.75,The Prosciutto and Arugula Pizza,Supreme
12914,5666,05-04-2015,18:59:27,1,S,12,12,The Spinach and Feta Pizza,Veggie
12915,5666,05-04-2015,18:59:27,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
12916,5667,05-04-2015,19:02:15,1,S,12,12,The Big Meat Pizza,Classic
12917,5667,05-04-2015,19:02:15,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
12918,5668,05-04-2015,19:04:09,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
12919,5668,05-04-2015,19:04:09,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
12920,5668,05-04-2015,19:04:09,1,M,16,16,The Mediterranean Pizza,Veggie
12921,5668,05-04-2015,19:04:09,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
12922,5669,05-04-2015,19:04:56,1,M,16,16,The Mexicana Pizza,Veggie
12923,5669,05-04-2015,19:04:56,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
12924,5669,05-04-2015,19:04:56,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
12925,5670,05-04-2015,19:14:15,1,L,20.25,20.25,The Calabrese Pizza,Supreme
12926,5670,05-04-2015,19:14:15,1,S,10.5,10.5,The Hawaiian Pizza,Classic
12927,5670,05-04-2015,19:14:15,1,M,16,16,The Italian Capocollo Pizza,Classic
12928,5671,05-04-2015,19:27:29,1,M,16.75,16.75,The Chicken Alfredo Pizza,Chicken
12929,5671,05-04-2015,19:27:29,1,S,12.5,12.5,The Spicy Italian Pizza,Supreme
12930,5672,05-04-2015,19:41:02,1,L,20.75,20.75,The California Chicken Pizza,Chicken
12931,5672,05-04-2015,19:41:02,1,M,16,16,The Classic Deluxe Pizza,Classic
12932,5672,05-04-2015,19:41:02,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
12933,5673,05-04-2015,19:42:58,1,M,16,16,The Green Garden Pizza,Veggie
12934,5674,05-04-2015,19:49:10,1,S,12,12,The Classic Deluxe Pizza,Classic
12935,5674,05-04-2015,19:49:10,1,M,16,16,The Mexicana Pizza,Veggie
12936,5674,05-04-2015,19:49:10,1,S,12.25,12.25,The Sicilian Pizza,Supreme
12937,5675,05-04-2015,20:37:35,1,L,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
12938,5676,05-04-2015,20:55:34,1,M,16,16,The Italian Capocollo Pizza,Classic
12939,5677,05-04-2015,21:14:50,1,M,16.75,16.75,The Italian Vegetables Pizza,Veggie
12940,5677,05-04-2015,21:14:50,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
12941,5677,05-04-2015,21:14:50,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
12942,5678,05-04-2015,21:31:01,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
12943,5679,05-04-2015,22:15:18,1,L,20.25,20.25,The Vegetables + Vegetables Pizza,Veggie
12944,5680,06-04-2015,11:17:26,1,S,12,12,The Classic Deluxe Pizza,Classic
12945,5680,06-04-2015,11:17:26,1,L,20.75,20.75,The Soppressata Pizza,Supreme
12946,5681,06-04-2015,11:28:53,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
12947,5682,06-04-2015,11:51:22,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
12948,5683,06-04-2015,11:53:14,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
12949,5684,06-04-2015,12:19:55,1,S,12.75,12.75,The California Chicken Pizza,Chicken
12950,5684,06-04-2015,12:19:55,1,M,16,16,The Spinach and Feta Pizza,Veggie
12951,5685,06-04-2015,12:22:07,1,M,16.75,16.75,The California Chicken Pizza,Chicken
12952,5686,06-04-2015,12:23:03,2,M,16.5,33,The Italian Supreme Pizza,Supreme
12953,5687,06-04-2015,12:24:21,1,L,20.25,20.25,The Sicilian Pizza,Supreme
12954,5687,06-04-2015,12:24:21,1,M,16.5,16.5,The Soppressata Pizza,Supreme
12955,5687,06-04-2015,12:24:21,1,S,12,12,The Vegetables + Vegetables Pizza,Veggie
12956,5688,06-04-2015,12:26:32,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
12957,5689,06-04-2015,12:28:28,1,S,12.75,12.75,The Barbecue Chicken Pizza,Chicken
12958,5689,06-04-2015,12:28:28,1,M,16,16,The Italian Capocollo Pizza,Classic
12959,5689,06-04-2015,12:28:28,2,S,12.75,25.5,The Italian Vegetables Pizza,Veggie
12960,5689,06-04-2015,12:28:28,2,L,20.25,40.5,The Mexicana Pizza,Veggie
12961,5689,06-04-2015,12:28:28,1,L,17.5,17.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
12962,5689,06-04-2015,12:28:28,1,M,12.5,12.5,The Pepperoni Pizza,Classic
12963,5689,06-04-2015,12:28:28,1,L,20.75,20.75,The Pepper Salami Pizza,Supreme
12964,5689,06-04-2015,12:28:28,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
12965,5689,06-04-2015,12:28:28,1,L,20.25,20.25,The Sicilian Pizza,Supreme
12966,5690,06-04-2015,12:35:24,1,M,16.25,16.25,The Sicilian Pizza,Supreme
12967,5691,06-04-2015,12:36:22,1,L,20.5,20.5,The Classic Deluxe Pizza,Classic
12968,5691,06-04-2015,12:36:22,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
12969,5692,06-04-2015,12:37:11,1,M,13.25,13.25,The Hawaiian Pizza,Classic
12970,5693,06-04-2015,12:37:49,1,M,12.5,12.5,The Pepperoni Pizza,Classic
12971,5693,06-04-2015,12:37:49,1,S,9.75,9.75,The Pepperoni Pizza,Classic
12972,5694,06-04-2015,12:50:40,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
12973,5695,06-04-2015,13:05:37,1,M,16.75,16.75,The California Chicken Pizza,Chicken
12974,5695,06-04-2015,13:05:37,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
12975,5695,06-04-2015,13:05:37,1,M,16,16,The Vegetables + Vegetables Pizza,Veggie
12976,5696,06-04-2015,13:09:04,1,S,12,12,The Big Meat Pizza,Classic
12977,5696,06-04-2015,13:09:04,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
12978,5696,06-04-2015,13:09:04,2,L,20.75,41.5,The Thai Chicken Pizza,Chicken
12979,5697,06-04-2015,13:14:37,1,M,16,16,The Mediterranean Pizza,Veggie
12980,5697,06-04-2015,13:14:37,1,M,16,16,The Napolitana Pizza,Classic
12981,5697,06-04-2015,13:14:37,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
12982,5698,06-04-2015,13:18:50,1,S,10.5,10.5,The Hawaiian Pizza,Classic
12983,5698,06-04-2015,13:18:50,1,S,11,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
12984,5699,06-04-2015,13:19:39,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
12985,5699,06-04-2015,13:19:39,1,M,16,16,The Mediterranean Pizza,Veggie
12986,5699,06-04-2015,13:19:39,1,L,20.75,20.75,The Soppressata Pizza,Supreme
12987,5700,06-04-2015,13:25:16,1,M,16,16,The Classic Deluxe Pizza,Classic
12988,5700,06-04-2015,13:25:16,1,L,16.5,16.5,The Hawaiian Pizza,Classic
12989,5700,06-04-2015,13:25:16,1,M,14.5,14.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
12990,5700,06-04-2015,13:25:16,1,S,12.25,12.25,The Sicilian Pizza,Supreme
12991,5700,06-04-2015,13:25:16,1,S,12,12,The Greek Pizza,Classic
12992,5700,06-04-2015,13:25:16,1,XL,25.5,25.5,The Greek Pizza,Classic
12993,5700,06-04-2015,13:25:16,1,L,20.25,20.25,The Vegetables + Vegetables Pizza,Veggie
12994,5700,06-04-2015,13:25:16,1,M,16,16,The Vegetables + Vegetables Pizza,Veggie
12995,5701,06-04-2015,13:36:12,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
12996,5701,06-04-2015,13:36:12,1,S,12.75,12.75,The Thai Chicken Pizza,Chicken
12997,5702,06-04-2015,13:40:17,1,L,20.75,20.75,The California Chicken Pizza,Chicken
12998,5702,06-04-2015,13:40:17,1,S,12,12,The Classic Deluxe Pizza,Classic
12999,5702,06-04-2015,13:40:17,1,L,20.75,20.75,The Soppressata Pizza,Supreme
13000,5703,06-04-2015,13:54:31,1,M,16.25,16.25,The Sicilian Pizza,Supreme
13001,5704,06-04-2015,14:29:49,1,M,16.25,16.25,The Calabrese Pizza,Supreme
13002,5705,06-04-2015,14:30:23,1,M,16,16,The Mediterranean Pizza,Veggie
13003,5706,06-04-2015,14:59:10,1,L,20.25,20.25,The Calabrese Pizza,Supreme
13004,5706,06-04-2015,14:59:10,1,L,20.75,20.75,The Spicy Italian Pizza,Supreme
13005,5707,06-04-2015,15:20:28,1,M,16.75,16.75,The California Chicken Pizza,Chicken
13006,5707,06-04-2015,15:20:28,1,M,16.75,16.75,The Chicken Alfredo Pizza,Chicken
13007,5707,06-04-2015,15:20:28,1,S,12.5,12.5,The Pepper Salami Pizza,Supreme
13008,5707,06-04-2015,15:20:28,1,XL,25.5,25.5,The Greek Pizza,Classic
13009,5708,06-04-2015,15:33:14,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13010,5709,06-04-2015,15:56:17,1,M,13.25,13.25,The Hawaiian Pizza,Classic
13011,5709,06-04-2015,15:56:17,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
13012,5709,06-04-2015,15:56:17,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
13013,5709,06-04-2015,15:56:17,1,S,12,12,The Napolitana Pizza,Classic
13014,5710,06-04-2015,16:08:24,1,S,12.75,12.75,The Chicken Alfredo Pizza,Chicken
13015,5710,06-04-2015,16:08:24,1,S,9.75,9.75,The Pepperoni Pizza,Classic
13016,5710,06-04-2015,16:08:24,1,M,16.25,16.25,The Sicilian Pizza,Supreme
13017,5710,06-04-2015,16:08:24,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
13018,5711,06-04-2015,16:52:56,1,L,20.75,20.75,The Chicken Pesto Pizza,Chicken
13019,5711,06-04-2015,16:52:56,1,S,12.5,12.5,The Italian Supreme Pizza,Supreme
13020,5711,06-04-2015,16:52:56,1,M,16.5,16.5,The Spicy Italian Pizza,Supreme
13021,5711,06-04-2015,16:52:56,1,XL,25.5,25.5,The Greek Pizza,Classic
13022,5712,06-04-2015,17:00:23,1,M,16.75,16.75,The California Chicken Pizza,Chicken
13023,5712,06-04-2015,17:00:23,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
13024,5713,06-04-2015,17:12:17,1,S,10.5,10.5,The Hawaiian Pizza,Classic
13025,5713,06-04-2015,17:12:17,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
13026,5714,06-04-2015,17:22:00,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
13027,5714,06-04-2015,17:22:00,1,XL,25.5,25.5,The Greek Pizza,Classic
13028,5715,06-04-2015,17:31:03,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
13029,5715,06-04-2015,17:31:03,1,M,16.75,16.75,The California Chicken Pizza,Chicken
13030,5715,06-04-2015,17:31:03,1,M,16,16,The Mexicana Pizza,Veggie
13031,5715,06-04-2015,17:31:03,1,M,16.5,16.5,The Spicy Italian Pizza,Supreme
13032,5716,06-04-2015,17:34:39,1,M,14.75,14.75,The Four Cheese Pizza,Veggie
13033,5716,06-04-2015,17:34:39,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
13034,5716,06-04-2015,17:34:39,1,L,20.5,20.5,The Greek Pizza,Classic
13035,5717,06-04-2015,17:36:25,1,L,20.25,20.25,The Calabrese Pizza,Supreme
13036,5717,06-04-2015,17:36:25,1,L,20.75,20.75,The California Chicken Pizza,Chicken
13037,5717,06-04-2015,17:36:25,1,L,20.25,20.25,The Mediterranean Pizza,Veggie
13038,5718,06-04-2015,17:41:57,1,S,12,12,The Green Garden Pizza,Veggie
13039,5719,06-04-2015,18:00:47,1,L,20.75,20.75,The Chicken Alfredo Pizza,Chicken
13040,5719,06-04-2015,18:00:47,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
13041,5719,06-04-2015,18:00:47,1,S,12.5,12.5,The Spicy Italian Pizza,Supreme
13042,5719,06-04-2015,18:00:47,1,L,20.75,20.75,The Spinach Supreme Pizza,Supreme
13043,5720,06-04-2015,18:02:28,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
13044,5720,06-04-2015,18:02:28,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
13045,5720,06-04-2015,18:02:28,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
13046,5721,06-04-2015,18:25:13,1,S,12.75,12.75,The Barbecue Chicken Pizza,Chicken
13047,5721,06-04-2015,18:25:13,1,L,16.5,16.5,The Hawaiian Pizza,Classic
13048,5722,06-04-2015,18:35:58,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13049,5722,06-04-2015,18:35:58,1,S,12.25,12.25,The Sicilian Pizza,Supreme
13050,5722,06-04-2015,18:35:58,1,S,12.75,12.75,The Southwest Chicken Pizza,Chicken
13051,5722,06-04-2015,18:35:58,1,M,16,16,The Greek Pizza,Classic
13052,5723,06-04-2015,18:40:21,1,XL,25.5,25.5,The Greek Pizza,Classic
13053,5724,06-04-2015,18:49:31,1,L,20.75,20.75,The California Chicken Pizza,Chicken
13054,5724,06-04-2015,18:49:31,1,L,20.25,20.25,The Green Garden Pizza,Veggie
13055,5724,06-04-2015,18:49:31,1,L,20.25,20.25,The Spinach and Feta Pizza,Veggie
13056,5724,06-04-2015,18:49:31,1,S,12,12,The Spinach and Feta Pizza,Veggie
13057,5725,06-04-2015,18:59:17,1,L,20.75,20.75,The California Chicken Pizza,Chicken
13058,5725,06-04-2015,18:59:17,1,S,10.5,10.5,The Hawaiian Pizza,Classic
13059,5726,06-04-2015,19:03:24,1,L,20.75,20.75,The Chicken Alfredo Pizza,Chicken
13060,5727,06-04-2015,19:05:51,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
13061,5727,06-04-2015,19:05:51,1,L,16.5,16.5,The Hawaiian Pizza,Classic
13062,5727,06-04-2015,19:05:51,1,L,20.25,20.25,The Mexicana Pizza,Veggie
13063,5728,06-04-2015,19:12:00,1,S,12,12,The Big Meat Pizza,Classic
13064,5728,06-04-2015,19:12:00,1,M,14.75,14.75,The Four Cheese Pizza,Veggie
13065,5728,06-04-2015,19:12:00,1,S,12,12,The Mexicana Pizza,Veggie
13066,5728,06-04-2015,19:12:00,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
13067,5729,06-04-2015,19:21:19,1,S,12,12,The Big Meat Pizza,Classic
13068,5729,06-04-2015,19:21:19,1,M,16,16,The Green Garden Pizza,Veggie
13069,5730,06-04-2015,19:37:46,1,M,16.25,16.25,The Calabrese Pizza,Supreme
13070,5730,06-04-2015,19:37:46,1,M,16.5,16.5,The Italian Supreme Pizza,Supreme
13071,5731,06-04-2015,19:54:50,1,M,16,16,The Green Garden Pizza,Veggie
13072,5731,06-04-2015,19:54:50,1,L,21,21,The Italian Vegetables Pizza,Veggie
13073,5731,06-04-2015,19:54:50,1,M,16.75,16.75,The Italian Vegetables Pizza,Veggie
13074,5732,06-04-2015,20:08:50,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
13075,5732,06-04-2015,20:08:50,1,L,20.25,20.25,The Mexicana Pizza,Veggie
13076,5732,06-04-2015,20:08:50,1,M,16,16,The Vegetables + Vegetables Pizza,Veggie
13077,5733,06-04-2015,20:34:47,1,M,16.75,16.75,The Chicken Alfredo Pizza,Chicken
13078,5733,06-04-2015,20:34:47,1,S,12,12,The Classic Deluxe Pizza,Classic
13079,5734,06-04-2015,20:59:14,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
13080,5734,06-04-2015,20:59:14,1,L,20.25,20.25,The Mediterranean Pizza,Veggie
13081,5734,06-04-2015,20:59:14,1,M,14.5,14.5,"The Pepperoni, Mushroom, and Peppers Pizza",Classic
13082,5735,06-04-2015,21:12:12,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
13083,5735,06-04-2015,21:12:12,1,M,16.75,16.75,The Italian Vegetables Pizza,Veggie
13084,5735,06-04-2015,21:12:12,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13085,5736,06-04-2015,21:12:44,1,M,16.75,16.75,The Barbecue Chicken Pizza,Chicken
13086,5736,06-04-2015,21:12:44,1,S,12.75,12.75,The Barbecue Chicken Pizza,Chicken
13087,5736,06-04-2015,21:12:44,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
13088,5736,06-04-2015,21:12:44,1,S,12,12,The Vegetables + Vegetables Pizza,Veggie
13089,5737,06-04-2015,21:15:42,1,S,23.65,23.65,The Brie Carre Pizza,Supreme
13090,5737,06-04-2015,21:15:42,1,L,20.5,20.5,The Napolitana Pizza,Classic
13091,5737,06-04-2015,21:15:42,1,M,16.5,16.5,The Pepper Salami Pizza,Supreme
13092,5738,06-04-2015,21:38:52,1,S,12,12,The Big Meat Pizza,Classic
13093,5738,06-04-2015,21:38:52,1,M,16.75,16.75,The Chicken Alfredo Pizza,Chicken
13094,5738,06-04-2015,21:38:52,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
13095,5738,06-04-2015,21:38:52,1,M,16,16,The Mexicana Pizza,Veggie
13096,5739,06-04-2015,22:14:47,1,L,20.5,20.5,The Classic Deluxe Pizza,Classic
13097,5740,07-04-2015,11:57:44,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
13098,5741,07-04-2015,12:12:46,1,S,12.5,12.5,The Prosciutto and Arugula Pizza,Supreme
13099,5742,07-04-2015,12:15:00,1,M,16,16,The Spinach and Feta Pizza,Veggie
13100,5743,07-04-2015,12:18:00,1,S,12,12,The Green Garden Pizza,Veggie
13101,5744,07-04-2015,12:19:05,1,M,16.75,16.75,The California Chicken Pizza,Chicken
13102,5745,07-04-2015,12:38:22,1,S,12,12,The Big Meat Pizza,Classic
13103,5745,07-04-2015,12:38:22,1,S,12.75,12.75,The Chicken Pesto Pizza,Chicken
13104,5745,07-04-2015,12:38:22,1,M,13.25,13.25,The Hawaiian Pizza,Classic
13105,5745,07-04-2015,12:38:22,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
13106,5745,07-04-2015,12:38:22,1,S,12,12,The Napolitana Pizza,Classic
13107,5745,07-04-2015,12:38:22,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13108,5745,07-04-2015,12:38:22,1,L,20.25,20.25,The Sicilian Pizza,Supreme
13109,5745,07-04-2015,12:38:22,2,S,12.5,25,The Spicy Italian Pizza,Supreme
13110,5745,07-04-2015,12:38:22,1,M,16,16,The Spinach and Feta Pizza,Veggie
13111,5745,07-04-2015,12:38:22,1,L,20.75,20.75,The Thai Chicken Pizza,Chicken
13112,5745,07-04-2015,12:38:22,1,M,16,16,The Greek Pizza,Classic
13113,5745,07-04-2015,12:38:22,1,M,16,16,The Vegetables + Vegetables Pizza,Veggie
13114,5746,07-04-2015,12:38:50,1,M,13.25,13.25,The Hawaiian Pizza,Classic
13115,5746,07-04-2015,12:38:50,1,L,20.25,20.25,The Mexicana Pizza,Veggie
13116,5747,07-04-2015,12:46:04,1,S,12.25,12.25,The Sicilian Pizza,Supreme
13117,5747,07-04-2015,12:46:04,1,M,16.5,16.5,The Soppressata Pizza,Supreme
13118,5748,07-04-2015,12:48:42,1,M,16.25,16.25,The Calabrese Pizza,Supreme
13119,5749,07-04-2015,12:51:50,1,S,12,12,The Classic Deluxe Pizza,Classic
13120,5749,07-04-2015,12:51:50,1,L,18.5,18.5,The Five Cheese Pizza,Veggie
13121,5749,07-04-2015,12:51:50,1,M,16,16,The Mexicana Pizza,Veggie
13122,5749,07-04-2015,12:51:50,1,M,16.75,16.75,The Thai Chicken Pizza,Chicken
13123,5750,07-04-2015,12:52:30,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
13124,5750,07-04-2015,12:52:30,1,S,12,12,The Classic Deluxe Pizza,Classic
13125,5750,07-04-2015,12:52:30,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
13126,5751,07-04-2015,12:55:04,1,S,12,12,The Big Meat Pizza,Classic
13127,5751,07-04-2015,12:55:04,1,M,16,16,The Mexicana Pizza,Veggie
13128,5752,07-04-2015,13:00:25,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
13129,5752,07-04-2015,13:00:25,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
13130,5752,07-04-2015,13:00:25,1,M,16.25,16.25,The Sicilian Pizza,Supreme
13131,5752,07-04-2015,13:00:25,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
13132,5752,07-04-2015,13:00:25,1,M,16,16,The Spinach and Feta Pizza,Veggie
13133,5753,07-04-2015,13:21:46,1,S,12,12,The Big Meat Pizza,Classic
13134,5753,07-04-2015,13:21:46,1,L,20.5,20.5,The Italian Capocollo Pizza,Classic
13135,5753,07-04-2015,13:21:46,1,M,16.5,16.5,The Prosciutto and Arugula Pizza,Supreme
13136,5753,07-04-2015,13:21:46,1,S,12,12,The Vegetables + Vegetables Pizza,Veggie
13137,5754,07-04-2015,13:34:08,1,M,16.25,16.25,The Calabrese Pizza,Supreme
13138,5754,07-04-2015,13:34:08,1,L,20.75,20.75,The Italian Supreme Pizza,Supreme
13139,5754,07-04-2015,13:34:08,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13140,5755,07-04-2015,13:55:21,1,S,12,12,The Big Meat Pizza,Classic
13141,5755,07-04-2015,13:55:21,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
13142,5756,07-04-2015,13:58:02,1,S,12,12,The Green Garden Pizza,Veggie
13143,5757,07-04-2015,14:11:29,1,L,16.5,16.5,The Hawaiian Pizza,Classic
13144,5757,07-04-2015,14:11:29,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13145,5758,07-04-2015,14:29:55,1,L,17.95,17.95,The Four Cheese Pizza,Veggie
13146,5758,07-04-2015,14:29:55,1,S,10.5,10.5,The Hawaiian Pizza,Classic
13147,5758,07-04-2015,14:29:55,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13148,5758,07-04-2015,14:29:55,1,L,20.75,20.75,The Southwest Chicken Pizza,Chicken
13149,5759,07-04-2015,14:35:44,1,M,16,16,The Spinach and Feta Pizza,Veggie
13150,5760,07-04-2015,14:37:43,1,L,20.75,20.75,The California Chicken Pizza,Chicken
13151,5760,07-04-2015,14:37:43,2,L,20.5,41,The Italian Capocollo Pizza,Classic
13152,5760,07-04-2015,14:37:43,1,M,12.5,12.5,The Pepperoni Pizza,Classic
13153,5761,07-04-2015,14:51:02,1,L,20.75,20.75,The Barbecue Chicken Pizza,Chicken
13154,5761,07-04-2015,14:51:02,1,S,12.5,12.5,The Prosciutto and Arugula Pizza,Supreme
13155,5761,07-04-2015,14:51:02,1,S,12,12,The Greek Pizza,Classic
13156,5762,07-04-2015,14:59:31,1,L,20.75,20.75,The Chicken Pesto Pizza,Chicken
13157,5762,07-04-2015,14:59:31,1,S,12.5,12.5,The Spinach Supreme Pizza,Supreme
13158,5763,07-04-2015,15:32:57,1,S,12,12,The Big Meat Pizza,Classic
13159,5763,07-04-2015,15:32:57,1,L,20.5,20.5,The Classic Deluxe Pizza,Classic
13160,5763,07-04-2015,15:32:57,1,M,16,16,The Spinach and Feta Pizza,Veggie
13161,5764,07-04-2015,15:45:47,1,S,12,12,The Classic Deluxe Pizza,Classic
13162,5764,07-04-2015,15:45:47,1,S,12,12,The Mediterranean Pizza,Veggie
13163,5765,07-04-2015,16:23:10,1,M,16,16,The Italian Capocollo Pizza,Classic
